Name,Stream,Career_Path,Skills,Internship_Field,Courses_Completed,Industry,Salary_INR,Experience_Years,Current_Level,Previous_Role,Location,Certifications,Employment_Type,Remote_or_Onsite
Jacob Chandler,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,edX,Marine,1132726,4,Mid-Level,Student,Bangalore,Biomedical Certification,Freelance,Remote
Matthew Hill,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,edX,Healthcare,901685,7,Senior,Research Assistant,Hyderabad,Biomedical Certification,Full-Time,Hybrid
Bradley Wong,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,LinkedIn Learning,Energy,1554294,16,Senior,Trainee,Bangalore,Cisco,Internship,Onsite
Erica Baker,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,NPTEL,Marine,2333326,7,Mid-Level,Research Assistant,Bangalore,Lean Six Sigma,Full-Time,Hybrid
Michael Rodriguez,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,NPTEL,Education,2212531,2,Intern,Junior Associate,Pune,Biomedical Certification,Freelance,Hybrid
Annette Ramirez,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,Coursera,Healthcare,2129701,6,Junior,Trainee,Mumbai,Google Analytics,Contract,Onsite
Nathan Weber,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,NPTEL,Research,2871371,13,Mid-Level,Junior Associate,Delhi,Biomedical Certification,Freelance,Hybrid
Rachel Graham,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,Coursera,Healthcare,1206075,8,Senior,Research Assistant,Delhi,Lean Six Sigma,Contract,Remote
Garrett Payne,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,NPTEL,Marine,1625748,5,Senior,Research Assistant,Chennai,Lean Six Sigma,Full-Time,Remote
Penny Williams,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,Coursera,Energy,649406,3,Mid-Level,Trainee,Hyderabad,AWS,Internship,Onsite
Zachary Thomas,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,edX,Healthcare,1211267,17,Junior,Trainee,Hyderabad,Cisco,Freelance,Remote
Frank Hartman,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,edX,Biotech,1662840,4,Junior,Student,Hyderabad,Google Analytics,Freelance,Remote
Mark English,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,Udemy,Marine,3376133,0,Senior,Trainee,Coimbatore,Cisco,Contract,Remote
Bailey Stokes,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,Coursera,Healthcare,3073096,6,Senior,Junior Associate,Bangalore,Lean Six Sigma,Freelance,Onsite
Jordan Vargas,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,NPTEL,Research,1625198,9,Junior,Junior Associate,Coimbatore,Cisco,Internship,Hybrid
Cynthia Winters,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,Coursera,Biotech,1190110,12,Mid-Level,Research Assistant,Pune,AWS,Full-Time,Onsite
Cynthia Simmons,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,NPTEL,Education,1182692,13,Mid-Level,Research Assistant,Hyderabad,Cisco,Full-Time,Hybrid
Diane Barton,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,NPTEL,Healthcare,3021487,17,Mid-Level,Research Assistant,Pune,Lean Six Sigma,Freelance,Hybrid
Julie Murray,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,NPTEL,Defense,1407262,14,Intern,Student,Bangalore,Lean Six Sigma,Freelance,Hybrid
Elizabeth Wagner,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,Udemy,Defense,1531231,8,Intern,Junior Associate,Coimbatore,AWS,Contract,Remote
James Ross,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,NPTEL,Biotech,1442491,8,Mid-Level,Junior Associate,Bangalore,Biomedical Certification,Internship,Hybrid
Martin Wood,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,Coursera,Education,850787,9,Intern,Junior Associate,Chennai,AWS,Contract,Onsite
Michael Perry,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,NPTEL,Energy,2897409,15,Mid-Level,Junior Associate,Coimbatore,Google Analytics,Freelance,Remote
Ronald Roberts,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,Udemy,Energy,3311755,13,Intern,Research Assistant,Bangalore,Cisco,Full-Time,Onsite
Audrey Boone,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,NPTEL,Marine,2052457,11,Intern,Trainee,Chennai,Biomedical Certification,Full-Time,Onsite
Kevin Morrison,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,LinkedIn Learning,Marine,528409,7,Mid-Level,Junior Associate,Hyderabad,Cisco,Contract,Hybrid
Anthony Carter,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,LinkedIn Learning,Education,2281366,2,Senior,Junior Associate,Bangalore,Lean Six Sigma,Full-Time,Onsite
Christina Reed,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,NPTEL,Research,3233075,7,Mid-Level,Student,Hyderabad,Biomedical Certification,Contract,Remote
Shannon Martin,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,Coursera,Healthcare,1003709,2,Intern,Trainee,Mumbai,Cisco,Internship,Onsite
Anthony Fry,Biology,Wildlife Biologist,"Animal Tracking, Ecology",Wildlife Biologist,Udemy,Research,363921,3,Intern,Student,Pune,Biomedical Certification,Contract,Remote
Mark Mata,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,Udemy,Marine,1023691,9,Mid-Level,Trainee,Hyderabad,Lean Six Sigma,Full-Time,Onsite
Cindy Barrett,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,NPTEL,Defense,642914,0,Junior,Trainee,Hyderabad,Google Analytics,Full-Time,Hybrid
Cameron Hoffman,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,edX,Defense,3380474,7,Junior,Research Assistant,Bangalore,Cisco,Full-Time,Onsite
Todd Phillips,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,edX,Marine,2337227,1,Junior,Student,Pune,AWS,Internship,Hybrid
Karen Tate,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,edX,Education,3461438,0,Mid-Level,Student,Chennai,AWS,Internship,Onsite
Elizabeth Mills,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,Coursera,Research,2134360,10,Junior,Trainee,Bangalore,Cisco,Contract,Hybrid
Gabriel Thompson,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,NPTEL,Marine,1478182,14,Mid-Level,Junior Associate,Delhi,Lean Six Sigma,Full-Time,Onsite
Hannah Romero,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,Coursera,Marine,3144901,8,Junior,Trainee,Delhi,Cisco,Contract,Onsite
Christopher Chandler,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,Coursera,Energy,623001,6,Intern,Student,Pune,Google Analytics,Full-Time,Onsite
Barbara Dudley,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,NPTEL,Defense,1638738,7,Senior,Trainee,Pune,Google Analytics,Freelance,Onsite
Kyle Spears,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,Udemy,Energy,2984289,1,Mid-Level,Student,Mumbai,Cisco,Internship,Remote
Adam Park,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,Udemy,Energy,2155008,3,Junior,Trainee,Delhi,Google Analytics,Full-Time,Hybrid
Shannon Steele,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,edX,Defense,2769103,5,Mid-Level,Student,Bangalore,AWS,Contract,Hybrid
Kelly Barrett,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,Udemy,Marine,2334109,1,Intern,Research Assistant,Chennai,AWS,Full-Time,Onsite
Ross Jones,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,Udemy,Research,709218,14,Mid-Level,Trainee,Hyderabad,Google Analytics,Contract,Remote
Erik Ortega,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,LinkedIn Learning,Research,3143624,6,Mid-Level,Student,Mumbai,Lean Six Sigma,Internship,Remote
William Valdez,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,NPTEL,Research,738005,2,Mid-Level,Junior Associate,Delhi,Biomedical Certification,Full-Time,Onsite
Stephen Nicholson,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,NPTEL,Research,3371085,13,Intern,Research Assistant,Pune,AWS,Freelance,Hybrid
Laura Hudson,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,NPTEL,Healthcare,1408518,1,Senior,Student,Mumbai,Cisco,Internship,Onsite
Beth Byrd,Biology,Bioinformatics Analyst,"Python, Genomics, Data Science",Bioinformatics Analyst,LinkedIn Learning,Education,1123403,14,Junior,Student,Pune,Biomedical Certification,Contract,Onsite
William Dickson,Biology,Zoologist,"Animal Science, Field Research",Zoologist,Coursera,Biotech,1154231,17,Mid-Level,Trainee,Bangalore,AWS,Full-Time,Remote
Dale Holmes,Biology,Zoologist,"Animal Science, Field Research",Zoologist,NPTEL,Energy,2763561,16,Mid-Level,Student,Pune,AWS,Contract,Onsite
Mr. Joseph Hernandez MD,Biology,Zoologist,"Animal Science, Field Research",Zoologist,Udemy,Defense,3294501,6,Mid-Level,Student,Chennai,AWS,Full-Time,Hybrid
Timothy Garrison,Biology,Zoologist,"Animal Science, Field Research",Zoologist,Coursera,Research,3360403,4,Junior,Student,Mumbai,Cisco,Contract,Hybrid
Mrs. Jessica White,Biology,Zoologist,"Animal Science, Field Research",Zoologist,Coursera,Biotech,2873096,11,Junior,Student,Bangalore,Biomedical Certification,Full-Time,Hybrid
Mark Meza,Biology,Zoologist,"Animal Science, Field Research",Zoologist,Coursera,Education,1487948,1,Junior,Research Assistant,Bangalore,Biomedical Certification,Full-Time,Onsite
Bryan Ramirez,Biology,Zoologist,"Animal Science, Field Research",Zoologist,LinkedIn Learning,Defense,697754,10,Senior,Trainee,Chennai,AWS,Contract,Remote
Harold Thompson,Biology,Zoologist,"Animal Science, Field Research",Zoologist,edX,Research,2543705,14,Junior,Junior Associate,Bangalore,Lean Six Sigma,Freelance,Remote
Allen Butler,Biology,Zoologist,"Animal Science, Field Research",Zoologist,Coursera,Biotech,972478,3,Senior,Junior Associate,Mumbai,AWS,Internship,Hybrid
Rachel Allen,Biology,Zoologist,"Animal Science, Field Research",Zoologist,NPTEL,Energy,1985265,5,Intern,Student,Pune,Biomedical Certification,Contract,Remote
David Smith,Biology,Zoologist,"Animal Science, Field Research",Zoologist,Udemy,Research,1909191,13,Mid-Level,Student,Chennai,Cisco,Freelance,Remote
Richard Key,Biology,Zoologist,"Animal Science, Field Research",Zoologist,Coursera,Energy,2367911,18,Mid-Level,Student,Delhi,AWS,Internship,Onsite
Daniel Gonzalez,Biology,Zoologist,"Animal Science, Field Research",Zoologist,Coursera,Research,905077,16,Mid-Level,Trainee,Chennai,AWS,Contract,Onsite
Deborah Williams,Biology,Zoologist,"Animal Science, Field Research",Zoologist,Udemy,Research,1303388,3,Senior,Trainee,Coimbatore,AWS,Full-Time,Onsite
Makayla Perez,Biology,Zoologist,"Animal Science, Field Research",Zoologist,LinkedIn Learning,Education,1252770,18,Mid-Level,Trainee,Chennai,Biomedical Certification,Full-Time,Remote
Adam Cox,Biology,Zoologist,"Animal Science, Field Research",Zoologist,Coursera,Biotech,3418166,16,Intern,Research Assistant,Delhi,Biomedical Certification,Freelance,Remote
Logan Ward,Biology,Zoologist,"Animal Science, Field Research",Zoologist,edX,Education,1990827,4,Senior,Trainee,Pune,Google Analytics,Full-Time,Remote
Kristin Robinson,Biology,Zoologist,"Animal Science, Field Research",Zoologist,NPTEL,Education,2627911,10,Junior,Research Assistant,Pune,Google Analytics,Full-Time,Hybrid
Brittany Brown,Biology,Zoologist,"Animal Science, Field Research",Zoologist,NPTEL,Biotech,3266894,1,Senior,Student,Delhi,AWS,Internship,Onsite
Julia Brown,Biology,Zoologist,"Animal Science, Field Research",Zoologist,LinkedIn Learning,Biotech,471530,2,Senior,Research Assistant,Chennai,Cisco,Contract,Hybrid
Jade Smith,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,edX,Energy,3433653,3,Intern,Research Assistant,Pune,AWS,Freelance,Hybrid
Katherine Bailey,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,Udemy,Education,996705,1,Mid-Level,Trainee,Mumbai,Biomedical Certification,Freelance,Remote
Hayley Smith,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,Udemy,Healthcare,2060392,9,Junior,Research Assistant,Hyderabad,Google Analytics,Freelance,Hybrid
Molly Rodriguez,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,NPTEL,Defense,1163647,14,Junior,Student,Delhi,AWS,Full-Time,Hybrid
Anthony Brown,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,Coursera,Defense,2869803,12,Intern,Student,Delhi,Google Analytics,Internship,Remote
Amy Johnson,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,LinkedIn Learning,Research,384792,1,Senior,Student,Bangalore,Cisco,Full-Time,Remote
Marilyn Martin,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,edX,Healthcare,1865895,10,Intern,Junior Associate,Coimbatore,Biomedical Certification,Full-Time,Onsite
Bailey Jones,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,edX,Energy,3404199,9,Mid-Level,Research Assistant,Chennai,Google Analytics,Internship,Onsite
Judy Wright,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,LinkedIn Learning,Defense,2317678,8,Mid-Level,Student,Mumbai,AWS,Internship,Remote
Shelly King,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,edX,Marine,3313840,18,Intern,Junior Associate,Mumbai,Cisco,Full-Time,Hybrid
Natalie Mclaughlin,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,Udemy,Healthcare,1643032,17,Junior,Junior Associate,Pune,Cisco,Freelance,Hybrid
Stacie Banks,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,Udemy,Defense,2064795,13,Intern,Trainee,Coimbatore,Lean Six Sigma,Freelance,Onsite
Rachel Sanders,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,Udemy,Research,566222,2,Mid-Level,Student,Chennai,Google Analytics,Full-Time,Onsite
Dennis Adams,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,Coursera,Research,2338473,6,Intern,Research Assistant,Hyderabad,Lean Six Sigma,Full-Time,Onsite
James Hicks,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,NPTEL,Healthcare,3489422,11,Senior,Junior Associate,Hyderabad,Lean Six Sigma,Contract,Remote
Matthew Vargas,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,NPTEL,Healthcare,2883924,16,Mid-Level,Research Assistant,Hyderabad,AWS,Full-Time,Remote
Alexandria Jones,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,NPTEL,Marine,2452889,8,Intern,Research Assistant,Hyderabad,Biomedical Certification,Freelance,Hybrid
Thomas Smith,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,edX,Defense,3156848,3,Intern,Research Assistant,Bangalore,Google Analytics,Internship,Onsite
Rebecca Johnson,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,Coursera,Biotech,3098203,9,Junior,Research Assistant,Mumbai,Cisco,Internship,Hybrid
Dr. Cynthia Williams,Biology,Botanist,"Plant Biology, Taxonomy",Botanist,NPTEL,Education,723835,16,Senior,Junior Associate,Hyderabad,Biomedical Certification,Contract,Hybrid
Katherine Poole,Biology,Fishery Scientist,"Aquaculture, Fisheries Management",Fishery Scientist,NPTEL,Energy,563439,17,Intern,Trainee,Coimbatore,AWS,Freelance,Onsite
Cole Conley,Biology,Fishery Scientist,"Aquaculture, Fisheries Management",Fishery Scientist,Udemy,Education,2752974,16,Junior,Junior Associate,Hyderabad,Cisco,Internship,Remote
Amanda Thompson,Biology,Fishery Scientist,"Aquaculture, Fisheries Management",Fishery Scientist,Udemy,Education,3226329,5,Mid-Level,Junior Associate,Hyderabad,AWS,Freelance,Hybrid
Christopher Avila,Biology,Fishery Scientist,"Aquaculture, Fisheries Management",Fishery Scientist,Udemy,Research,1242529,4,Junior,Research Assistant,Delhi,Biomedical Certification,Freelance,Remote
Michael Christensen MD,Biology,Fishery Scientist,"Aquaculture, Fisheries Management",Fishery Scientist,NPTEL,Energy,351152,1,Mid-Level,Junior Associate,Bangalore,Lean Six Sigma,Full-Time,Remote
Kenneth Smith,Biology,Fishery Scientist,"Aquaculture, Fisheries Management",Fishery Scientist,LinkedIn Learning,Defense,1585988,16,Intern,Research Assistant,Bangalore,Biomedical Certification,Internship,Hybrid
Elizabeth Moss,Biology,Fishery Scientist,"Aquaculture, Fisheries Management",Fishery Scientist,Coursera,Biotech,2381853,13,Junior,Student,Hyderabad,AWS,Internship,Hybrid
Anthony Brown,Biology,Fishery Scientist,"Aquaculture, Fisheries Management",Fishery Scientist,LinkedIn Learning,Energy,3399491,5,Mid-Level,Trainee,Coimbatore,Lean Six Sigma,Internship,Hybrid
Nicole Evans,Biology,Fishery Scientist,"Aquaculture, Fisheries Management",Fishery Scientist,LinkedIn Learning,Defense,2080709,4,Intern,Trainee,Mumbai,AWS,Contract,Onsite
Troy Johnson,Biology,Fishery Scientist,"Aquaculture, Fisheries Management",Fishery Scientist,Coursera,Energy,1880203,17,Mid-Level,Junior Associate,Delhi,Google Analytics,Contract,Hybrid
Amy Rojas,Biology,Fishery Scientist,"Aquaculture, Fisheries Management",Fishery Scientist,Coursera,Defense,1170123,17,Intern,Trainee,Chennai,Lean Six Sigma,Freelance,Hybrid
Kyle Kaufman,Biology,Fishery Scientist,"Aquaculture, Fisheries Management",Fishery Scientist,NPTEL,Biotech,2280606,18,Intern,Student,Delhi,Cisco,Freelance,Onsite
Tammy Duffy,Biology,Fishery Scientist,"Aquaculture, Fisheries Management",Fishery Scientist,LinkedIn Learning,Marine,1430000,7,Senior,Trainee,Delhi,AWS,Freelance,Remote
Lynn Williams,Biology,Fishery Scientist,"Aquaculture, Fisheries Management",Fishery Scientist,NPTEL,Marine,2843696,14,Junior,Student,Mumbai,Google Analytics,Contract,Hybrid
Robert Roberts,Biology,Fishery Scientist,"Aquaculture, Fisheries Management",Fishery Scientist,LinkedIn Learning,Marine,1962820,15,Senior,Junior Associate,Chennai,Google Analytics,Internship,Onsite
Damon Smith,Biology,Fishery Scientist,"Aquaculture, Fisheries Management",Fishery Scientist,Coursera,Research,3463746,8,Mid-Level,Junior Associate,Pune,Google Analytics,Full-Time,Remote
Stephen Henry,Biology,Fishery Scientist,"Aquaculture, Fisheries Management",Fishery Scientist,Udemy,Education,533594,0,Mid-Level,Trainee,Delhi,AWS,Internship,Hybrid
